username,likes,comments,text,hashtags,date,time,day_of_week,hour
editoraparalela,197,6,"Nós depois de lermos este trecho de ""O experimento do amor verdadeiro"": *suspiros apaixonados*   Fizzy Chen está perdida. É verdade que ela tem uma carreira incrível como autora de romances, mas a realidade é que ela nunca sequer se apaixonou. Agora, o otimismo que ela sempre incentivou em suas leitoras parece apenas uma mentira.  Connor Prince ama o que faz como documentarista, mas não sabe como vai cumprir a missão dada pelo chefe: criar um reality show de namoro. Seu caminho cruza o de Fizzy no momento ideal: ele está desesperado para encontrar uma protagonista para o novo programa, e quem seria melhor para isso que a rainha do romance?  Porém, quando a produção de O Experimento do Amor Verdadeiro começa, Connor passa a se perguntar se pode haver um par perfeito para ele também ― enquanto Fizzy percebe que o final feliz do qual ela já tinha desistido pode estar se escondendo bem ali, atrás das câmeras.  Perfeito para quem ama histórias de amor, este é o livro que os fãs de Christina Lauren estavam esperando desde que conheceram Fizzy em ""A equação perfeita do amor"". Já nas livrarias! Tradução de Alexandre Boide CONTEÚDO ADULTO","['oexperimentodoamorverdadeiro', 'thetrueloveexperiment', 'christinalauren', 'imperfeitos', 'aequacaodoamor', 'editoraparalela', 'bookstagram', 'igliterario']",2024-04-04,20:30:08,quinta,20
editoraparalela,740,27,"Podem falar, nós caprichamos com os lançamentos de abril!  Qual livro você não vê a hora de ter em mãos?  E-book antecipado de ""Os sussurros"", de Ashley Audrain (@ashleyaudrain): Um romance empolgante sobre quatro famílias cujas vidas mudam quando o impensável acontece.  ""A lista de coisas suspeitas"", de Jennie Godfrey (@jennie.godfrey): Uma história envolvente sobre família, amizade e comunidade.  ""O efeito Graham"", de Elle Kennedy (@ellekennedy33): A história viciante e cheia de surpresas de Gigi, filha do casal protagonista de ""O acordo"".","['efeitograham', 'amoresimprovaveis', 'ossussurros', 'alistadecoisassuspeitas', 'editoraparalela', 'igliterario', 'bookstagram']",2024-04-02,20:08:06,terça,20
editoraparalela,347,14,"Com qual ""mentirinha"" você mais se identifica?  Por aqui, todas as frases nos representam!","['diadamentira', '1deabril', 'editoraparalela']",2024-04-01,13:03:49,segunda,13
editoraparalela,82,0,"Diego jogando suas verdades em pleno domingo de Páscoa?!  Diferente dele, estamos colocando nossas leituras em dia enquanto comemos muuuito chocolate. E vocês?  Escrito por Felipe Fagundes (@felipe_fgnds), ""Gay de família"" é um romance divertido, ousado e emocionante, que prende o leitor até o final e continua com ele bem depois de a última página ser virada.","['gaydefamilia', 'editoraparalela', 'leiacomorgulho', 'livros', 'comedia', 'pascoa', 'igliterario', 'bookstagram']",2024-03-31,13:01:07,domingo,13
editoraparalela,1306,86,"Só conseguimos pensar em COWBOYS!  Estamos muito felizes em anunciar que os livros da série Rebel Blue, de Lyla Sage (@authorlylasage), serão publicados pela editora Paralela!  O primeiro volume “Done and Dusted” será publicado ainda este ano com o título em português “Feita pra mim”! Em breve traremos mais novidades, mas o que podemos adiantar é que Emmy Ryder e Luke Brooks vão soltar muitas faíscas na Fazenda Rebel Blue ","['rebelblue', 'doneanddusted', 'lylasage', 'editoraparalela']",2024-03-29,12:03:20,sexta,12
editoraparalela,231,2,"Como identificar um boy lixo? O que fazer quando VOCÊ age como um boy lixo? Como lidar com o ghosting?  Em “Amores eternos de um dia”, a jornalista Michele Contel tenta responder a essas e outras perguntas!  Escrito com sensibilidade e leveza, ele ajuda a desmitificar o casamento de romance com tecnologia, combinando reflexões autobiográficas com ficção. A autora defende que sim, pode haver sentimento por trás de um match no Tinder ou no Happn. E não, isso não significa que é errado aderir aos apps só por diversão.  Disponível nos formatos físico e e-book.","['amoreseternosdeumdia', 'michelecontel', 'amor', 'relacionamentos', 'editoraparalela', 'bookstagram', 'igliterario']",2024-03-28,16:45:30,quinta,16
editoraparalela,191,17,"Preparem-se: “A lista de coisas suspeitas” é um livro perfeito para leitores que adoram histórias envolvendo crimes reais!   Em 1979, enquanto Tia Jean expressa sua insatisfação com a eleição de Margaret Thatcher como Primeira Ministra, ela teme que o futuro de Yorkshire esteja ameaçado, tanto pela política quanto pelo “Estripador”, que assombra West Yorkshire.  Para Miv, uma garota de onze anos, o significado total desses eventos é nebuloso, mas quando uma jovem próxima à sua idade, Josephine Whitaker, se torna uma vítima, a gravidade da situação se torna mais clara. Determinada a permanecer em Yorkshire e resolver os crimes, Miv recruta sua melhor amiga Sharon para ajudá-la, iniciando uma investigação cheia de suspeitas e segredos sombrios.  Com lançamento previsto para 9 de abril, “A lista de coisas suspeitas” (@jennie.godfrey) é uma história envolvente e emocionante sobre família, amizade e comunidade. Já em pré-venda! Tradução de Alexandre Boide","['alistadecoisassuspeitas', 'editoraparalela', 'thelistofsuspiciousthings', 'livro', 'romancehistorico', 'truecrime', 'misterio', 'bookstagram', 'igliterario']",2024-03-27,20:17:12,quarta,20
veruseditora,1428,84,"Vem comigo descobrir três motivos para ler ""Nem te conto"", além de ser um romance radiante e divertido sobre uma mulher e um homem que são opostos — mas têm a coisa errada em comum. Eles tem muito mais a te contar... A pré-venda limitada está liberada e acompanha marcadores de páginas e uma ecobag exclusiva. Já garantiu o seu novo romance da Emily Henry? ","['emilyhenry', 'emilyverso', 'romance', 'veruseditora', 'enemiestolovers', 'fakedating', 'secondchance', 'bookgram', 'booklovers', 'bookstan']",2024-04-07,13:40:03,domingo,13
editorarocco,168,2,"Começou a Bienal Bahia!!!! Prontíssimos para receber os nossos leitores aqui no Centro de Convenções Salvador! Estamos no Estande B10 ! Venham! <3 Horário de funcionamento: 26/04 (sexta-feira) – 09h às 22h 27, 28/04 e 01/05 (sábado, domingo e feriado) – 10h às 22h 29 e 30/04 (segunda e terça) – 09h às 21h","['BienalBahia', 'Livros', 'Literatura', 'EditoraRocco', 'BienalDoLivro']",2024-04-26,12:00:52,sexta,12
editorarocco,1038,163," SOLUCIONAR UM CRIME É TÃO DIFÍCIL QUANTO CONHECER E ACEITAR A SI MESMO. MINHA NOTA: 4/5  Editora @editorarocco Autora @anditabaczinski  Esse livro me prendeu muito do início ao fim! Como falei no vídeo, vai muito além da investigação policial, pois traz profundidade aos personagens explorando seus dramas e histórias, além de trazer representantividade LGBTQIA+ e muitas críticas contra a intolerância. Recomendo muito pra quem busca um suspense que vai além do mistério, que aborda temas importantes e faz refletir sobre nosso papel em sociedade. *pu_bli","['livros', 'livrodesuspense', 'suspensepsicológico', 'thriller', 'suspense', 'bookstagram', 'bookstan', 'amolivros', 'dicasdelivros', 'leitura', 'lendo', 'dicadelivro', 'editorarocco', 'livronacional']",2024-04-25,21:24:34,quinta,21
editorarocco,113,2,"No quarto episódio do RoccoCast, @brunaramosdafonte conversou com a gente sobre o lançamento ""Apenas uma mulher latino-americana"", seu novo livro, que traça um panorama do cancioneiro de protesto e sua importância ao enfrentamento dos governos autoritários. Tudo isso permeado pelas história da família da autora e suas viagens incríveis pela América Latina! Confira! Link nos stories!","['RoccoCast', 'Podcast', 'ApenasUmaMulherLatinoAmericana', 'EditoraRocco']",2024-04-25,18:56:37,quinta,18
editorarocco,631,15,"É amanhã! Vai começar a Bienal do Livro Bahia 2024 e eu vou receber duas convidadas muito especiais no meu estande: Thalita Rebouças e Babi Dewet! Fique ligado na programação do evento para não perder nenhum minutinho com as duas autoras:  THALITA REBOUÇAS Programação oficial Bienal do Livro Bahia  27/04 ⏰ 13h  Arena Jovem Mesa: As Nossas Favs Com Paula Pimenta e mediação de Lorena Ribeiro. Autógrafos no estande da Rocco  27/04 ⏰ 15h30  Estande B10  BABI DEWET Programação oficial Bienal do Livro Bahia  29/04 ⏰ 15h  Arena Jovem Mesa: As @ Que Norteiam Nossas Leituras Com Tiago Valente, Patrick Torres e mediação de Roberta Gurriti. Autógrafos no estande da Rocco  28/04 ⏰ 18h  29/04 ⏰ 17h30  Estande B10 Nos vemos em Salvador!","['BienalDoLivroBahia', 'BienalDaBahia', 'ThalitaRebouças', 'BabiDewet', 'EditoraRocco']",2024-04-25,12:02:06,quinta,12
editorarocco,576,12,"No dia 29 de maio finalmente os fãs brasileiros poderão assistir a série ""Entrevista com o vampiro"", que entrará no Prime Vídeo! Essas são algumas cenas dos livros de Anne Rice que estamos ansiosos para ver na telas! Confira!","['EntrevistaComOVampiro', 'Livros', 'PrimeVideo', 'EditoraRocco', 'AnneRice']",2024-04-24,23:00:32,quarta,23
editorarocco,476,8,Quem aí é apaixonado pela obra de Clarice Lispector? Confira três filmes baseados na obra da autora! A Paixão Segundo G.H.(2023) ‧ Drama . Em cartaz nos cinemas O Livro dos Prazeres(2020) ‧ Romance/Drama .Disponível no Globo Play A Hora da Estrela (1985) ‧ Drama/Comédia ‧ A versão digitalizada do filme terá nova estreia nos cinemas no dia 16 de maio de 2024.,"['claricelispector', 'livros', 'filmes', 'cinema', 'editorarocco', 'literatura', 'literaturabrasileira', 'paixaosegundogh', 'emcartaz', 'Romance', 'drama']",2024-04-24,13:27:45,quarta,13
editorarocco,5259,144,"Esse livro é um fenômeno por aí e agora você vai entender por quê.  A cidadezinha de Quincy, Montana, parece uma região rural tranquila, cuja paz é perturbada apenas pelas fofocas dos moradores. Quando Winslow Covington se muda para assumir o cargo de chefe da polícia local, definitivamente não espera descobrir que sete su1cidios foram registrados ali na última década.  Tem mistério, tem romance e tem hot! O que queremos mais? pu bli","['bookgram', 'bookstagram', 'dicadelivro', 'dicasdelivros', 'livroseleitura', 'livrosnovos', 'livroseleitura']",2024-04-23,21:03:35,terça,21
editorarocco,634,15," A trilogia de Jogos Vorazes está disponível em todos os formatos: físico, digital e audiolivro.  Qual deles você prefere?","['JogosVorazes', 'EditoraRocco']",2024-04-23,18:00:00,terça,18
editorarocco,2293,11,Hoje é o Dia Mundial do Livro e acreditamos verdadeiramente que alguns livros podem mudar nosso mundo pra sempre! Confira essa lista especial que preparamos e conta pra gente qual foi o livro que mais marcou sua história!,"['DiaMundialdoLivro', 'Livros', 'editoraRocco']",2024-04-23,12:00:21,terça,12
editorarocco,204,0,"“Fúrias” é uma experiência literária como nenhuma outra. Seus contos cheios de selvageria, perversão e catarse vão mudar a sua perspectiva sobre os mais variados assuntos  Ao longo dos séculos, em todos os lugares do mundo, muitas palavras foram usadas para definir e condenar as mulheres: DRAGÃO. DIABA. MEGERA. BRUACA. RAPARIGA. ENXERIDA. SIRENA. COSPE-FOGO. VITUPERADORA.  Essas palavras hoje alimentam, impulsionam, incendeiam, contam histórias. Num caldeirão fervilhante, 15 autoras premiadas e best-sellers reivindicam esses termos, criando uma irresistível e deliciosa coletânea de contos feministas para o século XXI. Já disponível!","['Fúrias', 'Feminismo', 'EditoraRocco']",2024-04-22,22:01:03,segunda,22
editorarocco,226,10,"Hoje, 22 de abril, Dia do Descobrimento do Brasil, a autora Bruna Ramos da Fonte lê trecho do seu livro ""Apenas uma mulher latino-americana"", que acaba de ser lançado. Confira!","['livros', 'apenasumamulherlatinoamericana', 'editorarocco']",2024-04-22,19:43:03,segunda,19
editorarocco,6242,146,"Chegou a hora que muitos estavam esperando, a revelação das capas dessa nova edição. Gostou? Características do box: Box rígido com ilustração do beco diagonal inédita no Brasil  7 livros com capas do Pottermore, pela primeira vez em edições impressas Cartela brinde com mais de 20 adesivos destacáveis Texto integral, acabamento em brochura e com orelhas","['EditoraRocco', 'BoxPottermore', 'HarryPotter']",2024-04-21,20:00:00,domingo,20
editorarocco,3169,114,"Ai, só quem viveu sabe!  Dez anos atrás, nós entrávamos na sala de cinema para ver o primeiro filme da saga Divergente. A distopia, que se passa em uma Chicago dividida em facções — Abnegação, Amizade, Audácia, Franqueza e Erudição —, é cheia de ação, reviravoltas e tramas políticas!  A série completa está disponível nas livrarias físicas e digitais com “Divergente”, “Insurgente”, “Convergente” e “Quatro”. Agora me conta! Você acompanhou essa saga na literatura e no cinema? Qual a sua facção?","['Divergente', 'EditoraRocco']",2024-04-21,18:00:40,domingo,18
editorarocco,401,18,"Nora teve que amadurecer de forma rápida e forçada para ajudar sua mãe com os golpes. A cada golpe, uma personalidade diferente, para se moldar ao alvo. Durante um assalto ao banco muitos verdades vem a tona. Como Nora irá se livrar dos assaltantes que a pegaram?","['AsGarotasQueEuFui', 'EditoraRocco', 'TheGirlsIveBeen', 'TessSharpe']",2024-04-21,13:00:00,domingo,13
editorarocco,946,20," Acampamento de verão e  pista de patinação no gelo, o que essas duas coisas tem em comum?  Um casal pra lá de quente que eleva a temperatura nos dois ambientes.   Sucesso do TikTok, No calor do momento tem a pegada “hot fofinho"". Mergulhe nessa nova história de Hannah Grace e se apaixone por Russ e Aurora.","['EditoraRocco', 'NoCalorDoMomento', 'QuebrandoOGelo', 'HannahGrace']",2024-04-20,22:00:34,sábado,22
editorarocco,2279,51,"Taylor Swift lançou na madrugada de hoje o álbum duplo “The Tortured Poets Department”! E já que a loirinha chegou com novidades, também vamos pegar esse bonde! Vem aí, em maio, ""Nos vemos à meia-noite"", de K.L Walther, romance inspirado nas músicas da cantora! Depois do sucesso de ""Uma tempestade de verão"", não vejo a hora de vocês lerem esse lançamento! <3","['TaylorSwift', 'Livros', 'EditoraRocco']",2024-04-19,18:27:49,sexta,18
editorarocco,2310,173,"Em junho!! Best-seller do New York Times e queridinho do BookTok, Powerless é o primeiro livro de uma trilogia emocionante que está conquistando milhares de leitores pelo mundo. Com uma combinação certeira de fantasia e romance, Lauren Roberts reflete sobre a jornada de uma mulher para encontrar a própria força. E aí, ansiosos para ler?","['Powerless', 'Livros', 'Lançamentos', 'Fantasia', 'EditoraRocco']",2024-04-19,12:04:29,sexta,12
editorarocco,842,6,Hoje é o Dia Nacional do Livro Infantil e separamos uma seleção especial para você ler com a sua criança! ,"['DiaDoLivroInfantil', 'Livros', 'EditoraRocco']",2024-04-18,18:00:43,quinta,18
editorarocco,591,17,"@dalvatabachi Comprem, por favor, esse livro. Tá bom? Obrigado ""Mãe, me ensina a conversar"" é mais do que um emocionante relato sobre a experiência da família para adaptar Ricardo ao mundo e enumerar os progressos que o rapaz alcançou. No livro, Dalva Tabachi alerta para a necessidade de não esconder as chamadas ""pessoas especiais"" e enfrentar a discriminação, a incompreensão e o preconceito. O livro ganhou uma nova edição. Conheça!","['repost', 'Livros', 'NovaEdição', 'MãeMeEnsinaAconversar', 'EditoraRocco']",2024-04-18,12:38:41,quinta,12
editorarocco,295,53,"Uma pequena cidadezinha em Montana, uma série de acontecimentos intrigantes envolvendo jovens garotas, uma chefe de polícia recém contratada e um fazendeiro galã, esses são os atrativos de Aconteceu em Indigo Ridge. Olá, turma! Aqui é professor Ceny e hoje eu trago pra vocês um pouquinho desse romance lançado pela @editorarocco aqui no Brasil. De autoria de @devneyperry , o romance foi organizado em 24 capítulos, mais 2 epílogos, os quais foram distribuídos em 267 páginas. Pra que você se localize no enredo, a história é contato por dois personagens, dividindo a trama em dois fios narrativos em primeira pessoa: Win, a nossa chefe de polícia, e Griffin, o caubói sedutor, charmoso e... outras coisas mais. A chegada de Win na cidade é um pouco conturbada devido a fatores bem previsíveis pra uma mudança. Ela lida com a aceitação no trabalho por ser jovem e por ser mulher, além de se deparar com uma série de corpos encontrados em um penhasco na zona rural, e que, ao que parece, nunca foram levados a sério pelo chefe de polícia anterior. O penhasco é localizado nas propriedades de quem? Sim, da carismática família de Griffin. E isso vai fazer com que os dois passem a dividir muito mais coisas do que apenas um romance secreto. Entre investigações que se complicam a cada pista, um romance ganha vida, entrelaçando questões universais como a violência, a solidão e traumas de perdas familiares. Tudo isso em uma leitura fluente e com um cenário aconchegante... mas.. cuidado... o perigo ronda! Bora comigo em mais uma aventura? Boa aula!","['Rocco', 'editorarocco', 'bookstan', 'professorceny', 'literatura', 'booklovers', 'saladeaula', 'vidadeprofessor', 'romance', 'aconteceuemindigoridge', 'devenyperry']",2024-04-17,22:04:42,quarta,22
editorarocco,650,13,"“A paixão segundo G.H.” está em exibição nos cinemas e eu só consigo pensar no poder das palavras de Clarice Lispector e na atuação de Maria Fernanda Candido   Que tal expandir ainda mais sua experiência com o filme de Luiz Fernando Carvalho? Com “Diário de um filme: A paixão segundo G.H.”, escrito por Melina Dalboni — roteirista do longa —, você encontra uma imersão completa nos processos criativos, emocionais e técnicos da produção.","['DiárioDeUmFilme', 'ClariceLispector', 'APaixãoSegundoGH', 'EditoraRocco']",2024-04-17,18:00:50,quarta,18
editorarocco,8907,1965,Eu gosto é da polêmica. Pode começar nos comentários! ,"['Livros', 'Meme', 'PolêmicaLiterária']",2024-04-17,12:00:20,quarta,12
editorarocco,419,39,"Boas meninas se afogam em silêncio de @anditabaczinski me surpreendeu muito! Vamos acompanhar um suspense policial para resolver o caso de Amélia, filha do deputado do estado que tem discursos problemáticos e usa da religião para a impor o que é certo. Seria muito mais fácil descobrir quem assassinou Amélia se a política não estivesse conspirando com a policia. Uma ótima e surpreendente história que vai te viciar e te deixar chocado com o final.","['livrosnacionais', 'publi']",2024-04-16,22:00:21,terça,22
editorarocco,748,17,"Quantas horas você vai dedicar para essa estrela?  18 audiolivros da eterna Clarice Lispector acabaram de chegar no catálogo da @audible_br!  *Assinantes Audible possuem 30% de desconto em qualquer audiolivro do catálogo adicional. Post no formato carrossel, com duas telas. Na primeira, há um fundo em degradê azul e bege claro. O texto “Clarice Lispector” aparece escrito na vertical na parte lateral esquerda da tela, em branco. Ao lado do nome da autora estão as capas dos audiolivros dela que estão disponíveis na Audible, sendo: Água viva, Laços de família, Um sopro de vida, O lustre, A bela e a fera, A hora da estrela, Felicidade clandestina, A descoberta do mundo, A maçã no escuro, Para não esquecer, A legião estrangeira, A cidade sitiada, A paixão segundo G.H., A via crucis do corpo, Onde estivestes de noite, Outros escritos, Perto do coração selvagem e Uma aprendizagem ou o livro dos prazeres. Na segunda tela aparecem as mesmas capas dos audiolivros da tela anterior, mas ocupando toda a tela, uma de cada vez.","['LegendaAcessível', 'Audible', 'Amazon', 'AudioLivro', 'AudioBook', 'ExperiênciaAudible', 'ClariceLispector']",2024-04-16,18:03:30,terça,18
editorarocco,216,2,"Com apenas 22 anos, Jonathan Safran Foer escreveu essa obra prima! Saiba um pouco mais sobre ""Tudo se ilumina"", que estamos relançando em uma nova edição. Esse livro vale a sua atenção!","['TudoSeIlumina', 'Livros', 'EditoraRocco']",2024-04-16,12:00:28,terça,12
editorarocco,588,24,"Embarque numa viagem rumo ao desconhecido!   Em “Ruídos de outro mundo”, o novo livro do Fractalverse — série de ficção científica de Christopher Paolini — e prelúdio de “Dormir em um mar de estrelas”, a equipe de pesquisa da nave VSL Adamura avista uma concavidade peculiar no planeta desabitado Talos VII: um buraco de quilômetros de extensão, perfeitamente simétrico, emitindo estrondos em um ritmo de extrema precisão. Certamente algo tão exato não é natural, e sim criado, construído, arquitetado.  A tripulação não é de exploradores, mas aquele primeiro, imenso sinal de uma possível civilização alienígena não pode esperar; é a chance do Adamura de deixar uma marca indelével na história das viagens espaciais.  “Ruídos de outro mundo” é uma obra espetacular sobre o luto, o propósito da vida e a possibilidade de se encontrar em meio à imensidão do espaço. Uma joia para qualquer fã de ficção científica e um perfeito ponto de entrada tanto para novos leitores quanto para antigos admiradores de Christopher Paolini. Pré-venda liberada! Garanta o seu agora nos links nos stories  Tradução: Edmundo Barreiros","['ChristopherPaolini', 'Fractalverse', 'EditoraRocco']",2024-04-15,23:00:57,segunda,23
editorarocco,348,18,"Que tal uma tarde de autógrafos muito especial com Andressa Tabaczinski, a autora do thriller nacional “Boas meninas se afogam em silêncio”?  Sábado, 20/04  17h  Livraria da Travessa Leblon — Shopping Leblon, Rio de Janeiro É a sua chance de conhecer a escritora, ganhar um autógrafo e perguntar tudo o que quiser sobre os mistérios desse suspense de tirar o fôlego!","['RomancePolicial', 'EditoraRocco']",2024-04-15,20:03:54,segunda,20
editorarocco,618,15," Para quem estava com saudades de Nate e Tasi, de Quebrando o gelo, eles apareceram de volta no novo livro de Hanna Grace, No calor do momento.  Agora eles não são protagonistas, mas amigos de Aurora e Russ, personagens principais da história, com uma química incrível. Depois de uma noite de s3x0 casual, os dois se reencontram em um acampamento de verão, mas sabe qual a principal regra do acampamento? Nada de relacionamento entre os funcionários. Será que eles vão conseguir se manter longe um do outro? ALERTA:  Grace","['NoCalorDoMomento', 'QuebrandoOGelo', 'Hanna', 'EditoraRocco']",2024-04-14,21:00:33,domingo,21
editorarocco,12136,44,"Eu nem chorei, só fiquei tremendo...","['Meme', 'Livros', 'EditoraRocco']",2024-04-14,12:01:22,domingo,12
editorarocco,228,1,"Um mergulho em uma história linda! Um lugar para Coraline, novo livro de Alexandre Rampazo! Quando Coraline ouviu pela primeira vez ""Me empresta o lápis cor de pele?"" e procurou entender o sentido daquela pergunta, o leitor foi presenteado com uma personagem questionadora que, sobretudo, colocava sua questão identitária em evidência. Em Um lugar para Coraline, a pequena traz à superfície novas reflexões. Desta vez, a alegoria está em uma competição de natação, que revela de modo sutil problemas sociais normalmente deixados à margem ou minimizados.","['UmLugarparaCoraline', 'Livros', 'Lançamentos', 'LivroInfantil', 'EditoraRocco']",2024-04-13,18:01:42,sábado,18
editorarocco,238,1,A vida é feita de escolhas: faça as boas!,"['EditoraRocco', 'Freeco']",2024-04-12,18:03:24,sexta,18
editorarocco,184,3,"No terceiro episódio do RoccoCast, a autora Andressa Tabaczinski conversou com a gente sobre o lançamento ""Boas meninas se afogam em silêncio"", que aborda temas como corrupção, aceitação, relações familiares, identidade e um crime bárbaro que é o pontapé inicial para um suspense de tirar o fôlego. Vem escutar! Link nos stories!","['Podcast', 'RoccoCast', 'livros', 'EditoraRocco', 'BoasMeninasSeAfogamEmSilêncio']",2024-04-12,12:29:17,sexta,12
editorarocco,1291,18,"Separamos 5 frases marcantes de ""A paixão segundo G.H.""! Qual é a sua preferida?","['Livros', 'ApaixãoSegundoGH', 'EditoraRocco', 'ClariceLispector']",2024-04-11,23:00:16,quinta,23
editorarocco,651,4,Os bastidores de A Paixão segundo G.H.: Maria Fernando Cândido conversou com a gente sobre a experiência de interpretar para o cinema uma das personagens mais icônicas de Clarice Lispector em filme dirigido por Luiz Fernando Carvalho e com roteiro de Melina Dalboni. Link nos stories!,"['Livros', 'ApaixãoSegundoGH', 'PodcastDaClarice', 'ClariceLispector']",2024-04-11,17:53:23,quinta,17
editorarocco,767,9,"Está chegando hoje aos cinemas “A paixão segundo G.H.”, filme que leva o clássico de Clarice Lispector para as telas! E você pode entrar nos bastidores do longa dirigido por Luiz Fernando Carvalho e estrelado por Maria Fernanda Candido com “Diário de um filme: A paixão segundo G.H.”, escrito pela roteirista Melina Dalboni.  Conheça 5 curiosidades que você só encontra nessa obra única! “Diário de um filme: A paixão segundo G. H.” é um relato inédito na bibliografia brasileira sobre cinema. Uma imersão completa nos processos criativos, emocionais e técnicos da produção de um longa-metragem.","['DiárioDeUmFilme', 'ClariceLispector', 'APaixãoSegundoGH', 'EditoraRocco']",2024-04-11,12:03:43,quinta,12
editorarocco,279,3," Aprenda a lidar com as ondas da ansiedade em vez de tentar nadar contra a corrente! Conheça “Geração ansiosa: Um guia para se manter em atividade em um mundo instável”.  As gerações Millennial e Gen Z são consideradas as mais ansiosas da história. Com os muitos gatilhos intensos específicos que precisaram enfrentar nos últimos anos – incluindo mudanças climáticas, extrema polarização política, racismo sistêmico, violência armada e instabilidade financeira –, é fácil entender por que estes jovens e adultos estão sendo diagnosticados com ansiedade em taxas alarmantes.  A Dra. Lauren Cook entende as muitas razões sutis pelas quais esses dois grupos têm dificuldades diferentes dos seus antecessores. Sob uma lente feminista e interseccional, Cook compartilha suas próprias batalhas contra esse problema e apresenta exercícios fáceis e práticos para ajudar os leitores a enfrentarem as ondas da ansiedade em vez de tentarem nadar constantemente contra a corrente.  Repleto de pesquisas psicológicas baseadas em evidências, além de experiências diversas de clientes para ilustrar as muitas formas como a ansiedade se apresenta, este livro vai ajudar você a identificar seus gatilhos e combatê-los no dia a dia. Pré-venda liberada! Garanta o seu agora nos sites das livrarias, Amazon e site da Rocco. *⃣ Tradução: Bruno Casotti","['SaúdeMental', 'Ansiedade', 'EditoraRocco']",2024-04-10,22:51:50,quarta,22
editorarocco,243,2,"No último fim de semana fizemos uma viagem incrível pela galáxia com o Grande Universo de Oliver! Em parceria com o @planetariodorio, tivemos uma tarde de contação de histórias, pinturas, tatuagens e muito mais! Foi incrível! Cheio de curiosidades científicas, ilustrações explicativas e muitas gargalhadas, “O grande universo de Oliver” é um diário superdinâmico sobre um garoto de 11 anos que está disposto a mergulhar nos maiores segredos da astrofísica – isso se conseguir sobreviver ao sexto ano antes!","['Astrofísica', 'Espaço', 'EditoraRocco']",2024-04-10,19:35:11,quarta,19
editorarocco,260,4,"Se você sente curiosidade pra saber de onde Margaret Atwood tirou a ideia de escrever o O conto da Aia, seu problemas acabaram. Ela conto tudo, e mais um pouco, em Questões incendiárias, um livro de ensaios escritos entre 2004 e 2021. Confira!","['Lançamentos', 'QuestõesIncendiárias', 'Livros', 'EditoraRocco']",2024-04-10,12:00:24,quarta,12
editorarocco,11359,457,"Revisite a magia de um jeito totalmente novo com o box Harry Potter - Edição Pottermore! Conheça a caixa inédita da sua saga preferida:  Box rígido com ilustração do beco diagonal inédita no Brasil  7 livros com capas do Pottermore, pela primeira vez em edições impressas  Cartela brinde com mais de 20 adesivos destacáveis  Texto integral, acabamento em brochura e com orelhas A série juvenil mais vendida de todos os tempos como você nunca viu. Um verdadeiro item de colecionador. Tiragem única. Em pré-venda nos sites das livrarias, Amazon e Rocco.","['HarryPotter', 'EditoraRocco', 'Livros', 'Boxes']",2024-04-09,21:00:46,terça,21
editorarocco,585,5,"O evento de lançamento de “Diário de um filme: A paixão segundo G.H.” em São Paulo foi uma noite inesquecível para os amantes de literatura e cinema! No bate-papo, a roteirista do filme e autora do livro Melina Dalboni, a atriz Maria Fernanda Candido e o diretor Luiz Fernando Carvalho reforçaram o poder do cinema e a força das palavras de Clarice Lispector. Vem ver um pouquinho desse evento tão especial!   “Diário de um filme: A paixão segundo G.H.” já está disponível nas livrarias físicas e digitais.  O filme “A paixão segundo G.H.” chega aos cinemas no dia 11/04! : @filipevido.fotografia","['DiárioDeUmFilme', 'APaixãoSegundoGH', 'ClariceLispector', 'EditoraRocco']",2024-04-09,18:00:47,terça,18
editorarocco,196,6,Eventos de lançamento de Apenas uma mulher latino-americana! Bruna Ramos da Fonte espera vocês para um bate-papo e autógrafos de seu novo livro! Esperamos por vocês!,"['Livros', 'Eventos', 'ApenasUmaMulherLatinoAmericana', 'Literatura', 'EditoraRocco']",2024-04-09,13:03:55,terça,13
editorarocco,368,1,"Que tal começar a semana com um ASMR do unboxing de ""Diário de um filme: A paixão segundo G.H."" e aproveitar para ver esse livro lindo por dentro?  : @melinadalboni","['DiárioDeUmFilme', 'ClariceLispector', 'APaixãoSegundoGH', 'EditoraRocco']",2024-04-08,12:01:18,segunda,12
editorarocco,8464,15,"Adoro a nossa… COF COF… amizade, miga ","['HarryPotter', 'JogosVorazes', 'YouNetflix', 'EditoraRocco']",2024-04-07,00:15:57,domingo,0
editorarocco,199,9,"Um pouquinho do que você vai encontrar em ""Apenas uma mulher latino-americana"" na voz da autora Bruna Ramos da Fonte. Assista!","['ApenasUmaMulherLatinoAmericana', 'Livros', 'Música', 'Política', 'AméricaLatina']",2024-04-06,21:20:10,sábado,21
editorarocco,425,6,"Pré-venda de Um lugar para Coraline, novo livro de Alexandre Rampazo Quando Coraline ouviu pela primeira vez ""Me empresta o lápis cor de pele?"" e procurou entender o sentido daquela pergunta, o leitor foi presenteado com uma personagem questionadora que, sobretudo, colocava sua questão identitária em evidência. Em Um lugar para Coraline, a pequena traz à superfície novas reflexões. Desta vez, a alegoria está em uma competição de natação, que revela de modo sutil problemas sociais normalmente deixados à margem ou minimizados. Conheça essa obra encantadora! Link nos stories!","['UmLugarparaCoraline', 'Livros', 'Lançamentos', 'LivroInfantil', 'EditoraRocco']",2024-04-06,12:16:39,sábado,12
